Indicator,Group,Subgroup,Year,Value
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,2020,7.51111111111111
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,2020,10.11111111111111
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,2020,20.455555555555556
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,2020,11.600000000000001
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,2020,17.11111111111111
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,2020,13.566666666666666
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,2020,10.822222222222223
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,2020,23.62222222222222
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,2020,20.744444444444444
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,80 years and above,2020,3.6999999999999997
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,2020,12.277777777777779
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,2020,11.877777777777776
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,2020,8.88888888888889
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,2020,20.48888888888889
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,70 - 79 years,2020,3.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,2020,22.799999999999997
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,2020,10.322222222222223
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,2020,13.811111111111112
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,2020,9.666666666666666
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,60 - 69 years,2020,5.655555555555555
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,Female,2020,13.100000000000001
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,2020,20.51111111111111
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,2020,9.277777777777779
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,2020,13.18888888888889
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020,10.344444444444443
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,2020,11.655555555555557
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,2020,21.288888888888888
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021,12.930000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,Bisexual,2021,30.8125
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,2021,11.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,2021,15.919999999999998
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021,27.99
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,Male,2021,8.309999999999999
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021,28.755000000000003
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,2021,18.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,Female,2021,30.915
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,2021,36.325
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,Female,2021,13.34
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,Male,2021,18.61
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Bisexual,2021,45.4375
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Gay or lesbian,2021,38.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,2021,14.165000000000001
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Straight,2021,24.15
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021,19.715
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,Gay or lesbian,2021,20.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,High school diploma or GED,2021,22.125
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,2021,24.675
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,2021,11.145
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,50 - 59 years,2021,25.405
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,Male,2021,15.735
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,40 - 49 years,2021,26.28
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,2021,11.25
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,30 - 39 years,2021,27.415
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,2021,23.805
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,Bisexual,2021,37.4375
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,60 - 69 years,2021,23.28
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,18 - 29 years,2021,27.380000000000003
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,2021,10.205
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,2021,13.15
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,2021,8.631578947368421
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,Gay or lesbian,2021,32.2875
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,2021,9.515
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,2021,8.415000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,2021,9.035
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,Straight,2021,20.975
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,2021,21.494999999999997
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,70 - 79 years,2021,20.475
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,Female,2021,26.805
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,80 years and above,2021,16.915
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021,9.870000000000001
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,2021,41.515
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,Straight,2021,9.4125
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,2021,16.81
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Transgender,2021,53.7375
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021,15.65
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender male,2021,18.55
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender female,2021,31.85
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,2021,11.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Some college/Associate's degree,2021,27.43
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021,24.59
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Less than a high school diploma,2021,21.244999999999997
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,2021,11.334999999999999
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,2021,22.105
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Bachelor's degree or higher,2021,26.155
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021,24.075
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,Without disability,2021,21.942857142857143
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,With disability,2021,46.26428571428572
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,2021,11.504999999999999
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,2021,19.34
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021,16.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021,6.92
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,2021,22.625
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,2021,28.585
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,40 - 49 years,2021,22.435
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,2021,26.845
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,80 years and above,2021,3.14375
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,2021,25.925
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,With disability,2021,23.82857142857143
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,2021,27.49
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,50 - 59 years,2021,22.765
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,2021,23.53
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,2021,22.77
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,Without disability,2021,8.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,2021,28.54
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,2021,21.765
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,Bachelor's degree or higher,2021,10.565000000000001
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,60 - 69 years,2021,21.65
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,2021,27.355
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,2021,20.634999999999998
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,High school diploma or GED,2021,8.815000000000001
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,2021,26.385
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,70 - 79 years,2021,19.330000000000002
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,2021,24.625
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,2021,26.01
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,70 - 79 years,2021,3.225
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,2021,28.005000000000003
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,18 - 29 years,2021,20.175
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,2021,30.35
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,2021,23.505000000000003
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,2021,26.689999999999998
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,2021,24.755000000000003
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,30 - 39 years,2021,15.580000000000002
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,2021,30.345
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,2021,25.005000000000003
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,2021,30.05
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,2021,29.139999999999997
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,40 - 49 years,2021,11.870000000000001
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,2021,20.85
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,2021,27.244999999999997
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,50 - 59 years,2021,9.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,18 - 29 years,2021,21.275
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,2021,24.035
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,2021,26.335
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,60 - 69 years,2021,5.765
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,2021,30.22
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,30 - 39 years,2021,21.715
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,2021,21.855
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,2021,27.85
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,Less than a high school diploma,2021,10.395
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,2021,22.29
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,2021,24.490000000000002
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,2021,17.25
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,2021,11.825
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Less than a high school diploma,2021,19.265
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,2021,24.21
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,2021,22.34
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,2021,28.425
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Some college/Associate's degree,2021,24.03
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,2021,24.43
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,2021,27.25
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,2021,25.76
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,Cis-gender female,2021,27.7375
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,2021,27.139999999999997
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,2021,25.810000000000002
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,2021,21.115000000000002
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,Cis-gender male,2021,15.7375
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,2021,28.994999999999997
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021,10.595
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,2021,23.419999999999998
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,Transgender,2021,42.9125
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021,11.64
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,2021,25.910000000000004
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,2021,25.085
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,High school diploma or GED,2021,20.154999999999998
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,2021,25.835
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,80 years and above,2021,15.530000000000001
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,2021,27.72
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,Some college/Associate's degree,2021,13.51
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,2021,26.46
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,With disability,2021,42.51428571428572
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,2021,28.639999999999997
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,Cis-gender female,2021,13.3375
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,2021,25.215
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,Without disability,2021,18.49285714285714
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,2021,29.814999999999998
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,Cis-gender male,2021,8.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,2021,28.355
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,2021,21.56
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,Transgender,2021,40.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,2021,29.985000000000003
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Bachelor's degree or higher,2021,20.854999999999997
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,2021,26.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,2021,28.27
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,2021,3.5200000000000005
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,2021,28.339999999999996
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,2021,26.994999999999997
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,2021,11.625
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,2021,8.865
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,2021,12.445
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Straight,2021,9.0375
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Gay or lesbian,2021,18.975
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Bisexual,2021,25.95
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,2021,24.125
"Received Counseling or Therapy, Last 4 Weeks",By Sex,Male,2021,7.8950000000000005
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,2021,11.435
"Received Counseling or Therapy, Last 4 Weeks",By Sex,Female,2021,12.325
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,2021,18.7
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021,13.915000000000001
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,2021,25.485
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,2021,10.01
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021,10.65
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021,9.76
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,2021,8.92
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021,6.25
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,2021,25.855
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,2021,9.075
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,2021,18.65
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,2021,11.35
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,2021,20.759999999999998
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,2021,27.630000000000003
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,2021,6.029999999999999
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,2021,8.945
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,2021,10.77
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,2021,10.875
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,2021,13.165000000000001
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,2021,9.084999999999999
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,2021,23.69
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,2021,9.035
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,2021,9.925
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,2021,8.309999999999999
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,2021,24.1
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,2021,18.515
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,2021,9.99
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,2021,9.99
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,2021,12.73
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,2021,21.22
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,2021,12.540000000000001
"Received Counseling or Therapy, Last 4 Weeks",By State,California,2021,10.72
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,2021,24.22
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,2021,8.565000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,2021,10.175
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,2021,25.78
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,2021,9.345
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,2021,10.515
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,2021,9.684999999999999
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,2021,25.52
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender male,2021,7.7375
"Received Counseling or Therapy, Last 4 Weeks",By Age,18 - 29 years,2021,15.705000000000002
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,2021,14.495
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,2021,10.925
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,2021,24.244999999999997
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,2021,10.255555555555555
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,2021,9.559999999999999
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,2021,25.39
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,2021,9.28
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,2021,10.975
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,2021,23.955000000000002
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,2021,9.665000000000001
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,2021,22.165
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,2021,10.235
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,2021,10.058823529411764
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,2021,10.48
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,2021,17.57
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,2021,13.434999999999999
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,2021,23.625
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,2021,12.105
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,2021,8.345
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,2021,13.145
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Transgender,2021,36.025
"Received Counseling or Therapy, Last 4 Weeks",By Age,30 - 39 years,2021,14.61
